NmdID,NmdFullNam,NmdCod,GrpID,TblID,BseVol,NmdCod2,Sts,NmdNamCod,Tbl,NmdNam,NmdUrlID,PrcntOsc,StckCnt,FloatPrcnt,FloatStckCnt,Expr,SubSet
1277,NULL,NULL,40,11,NULL,NULL,1,بزاگرس,بازار دوم,بزاگرس,29882244560576007,0.05,3000000000,0.00,0.00,NULL,NULL
1278,NULL,NULL,NULL,NULL,NULL,NULL,0,ثشرق2,NULL,ثشرق2,NULL,0.05,NULL,NULL,NULL,NULL,1
1279,NULL,NULL,NULL,NULL,NULL,NULL,0,دماوند2,NULL,دماوند2,NULL,0.05,NULL,NULL,NULL,NULL,1
1280,NULL,NULL,NULL,NULL,NULL,NULL,0,سكه0012پ01,NULL,سکه0012پ01,NULL,0.05,NULL,NULL,NULL,NULL,1
1281,NULL,NULL,NULL,NULL,NULL,NULL,0,شجم4,NULL,شجم4,NULL,0.05,NULL,NULL,NULL,NULL,1
1282,NULL,NULL,NULL,NULL,NULL,NULL,0,صايپا0122,NULL,صایپا0122,NULL,0.05,NULL,NULL,NULL,NULL,1
1283,NULL,NULL,NULL,NULL,NULL,NULL,0,صايپا1122,NULL,صایپا1122,NULL,0.05,NULL,NULL,NULL,NULL,1
1284,NULL,NULL,NULL,NULL,NULL,NULL,0,قزوين2,NULL,قزوین2,NULL,0.05,NULL,NULL,NULL,NULL,1
1285,NULL,NULL,NULL,NULL,NULL,NULL,0,قصفها2,NULL,قصفها2,NULL,0.05,NULL,NULL,NULL,NULL,1
1286,NULL,NULL,NULL,NULL,NULL,NULL,0,قهكمت2,NULL,قهکمت2,NULL,0.05,NULL,NULL,NULL,NULL,1
1287,NULL,NULL,NULL,NULL,NULL,NULL,0,نكالا2,NULL,نکالا2,NULL,0.05,NULL,NULL,NULL,NULL,1
1288,NULL,NULL,NULL,NULL,NULL,NULL,0,وملي2,NULL,وملی2,NULL,0.05,NULL,NULL,NULL,NULL,1
1289,NULL,NULL,NULL,NULL,NULL,NULL,0,اخزا6234,NULL,اخزا6234,NULL,0.05,NULL,NULL,NULL,NULL,1
1290,NULL,NULL,NULL,NULL,NULL,NULL,0,البرز022,NULL,البرز022,NULL,0.05,NULL,NULL,NULL,NULL,1
1291,NULL,NULL,1,11,NULL,NULL,1,زماهان,بازار دوم,زماهان,4507558419857064,0.05,400000000,0.00,0.00,NULL,NULL
1292,NULL,NULL,NULL,NULL,NULL,NULL,0,كسرا2,NULL,کسرا2,NULL,0.05,NULL,NULL,NULL,NULL,1
1293,NULL,NULL,NULL,NULL,NULL,NULL,0,كمينا2,NULL,کمینا2,NULL,0.05,NULL,NULL,NULL,NULL,1
1294,NULL,NULL,45,NULL,NULL,NULL,0,هفردا,NULL,هفردا,NULL,0.05,NULL,NULL,NULL,NULL,NULL
1295,NULL,NULL,NULL,NULL,NULL,NULL,0,اخزا7134,NULL,اخزا7134,NULL,0.05,NULL,NULL,NULL,NULL,1
1296,NULL,NULL,NULL,NULL,NULL,NULL,0,تنوين2,NULL,تنوین2,NULL,0.05,NULL,NULL,NULL,NULL,1
1297,NULL,NULL,NULL,NULL,NULL,NULL,0,حتايد2,NULL,حتاید2,NULL,0.05,NULL,NULL,NULL,NULL,1
1298,NULL,NULL,NULL,NULL,NULL,NULL,0,سپرده4,NULL,سپرده4,NULL,0.05,NULL,NULL,NULL,NULL,1
1299,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود3019,NULL,ضخود3019,NULL,0.05,NULL,NULL,NULL,NULL,1
1300,NULL,NULL,NULL,NULL,NULL,NULL,0,فملي4,NULL,فملی4,NULL,0.05,NULL,NULL,NULL,NULL,1
1301,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخوز2004,NULL,ضخوز2004,NULL,0.05,NULL,NULL,NULL,NULL,1
1302,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخوز2005,NULL,ضخوز2005,NULL,0.05,NULL,NULL,NULL,NULL,1
1303,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخوز2006,NULL,ضخوز2006,NULL,0.05,NULL,NULL,NULL,NULL,1
1304,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخوز2007,NULL,ضخوز2007,NULL,0.05,NULL,NULL,NULL,NULL,1
1305,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخوز2008,NULL,ضخوز2008,NULL,0.05,NULL,NULL,NULL,NULL,1
1306,NULL,NULL,NULL,NULL,NULL,NULL,0,كايتا‌4,NULL,کایتا‌4,NULL,0.05,NULL,NULL,NULL,NULL,1
1307,NULL,NULL,NULL,NULL,NULL,NULL,0,وپسا2,NULL,وپسا2,NULL,0.05,NULL,NULL,NULL,NULL,1
1308,NULL,NULL,NULL,NULL,NULL,NULL,0,ودانا4,NULL,ودانا4,NULL,0.05,NULL,NULL,NULL,NULL,1
1309,NULL,NULL,NULL,NULL,NULL,NULL,0,ولراز4,NULL,ولراز4,NULL,0.05,NULL,NULL,NULL,NULL,1
1310,NULL,NULL,NULL,NULL,NULL,NULL,0,آگاس2,NULL,آگاس2,NULL,0.05,NULL,NULL,NULL,NULL,1
1311,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود3020,NULL,ضخود3020,NULL,0.05,NULL,NULL,NULL,NULL,1
1312,NULL,NULL,NULL,NULL,NULL,NULL,0,غپونه2,NULL,غپونه2,NULL,0.05,NULL,NULL,NULL,NULL,1
1313,NULL,NULL,NULL,NULL,NULL,NULL,0,آپ2,NULL,آپ2,NULL,0.05,NULL,NULL,NULL,NULL,1
1314,NULL,NULL,NULL,NULL,NULL,NULL,0,طخود3018,NULL,طخود3018,NULL,0.05,NULL,NULL,NULL,NULL,1
1315,NULL,NULL,NULL,13,NULL,NULL,0,تسه9712,تسهیلات مسکن,تسه9712,NULL,0.05,NULL,NULL,NULL,NULL,1
1316,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود3021,NULL,ضخود3021,NULL,0.05,NULL,NULL,NULL,NULL,1
1317,NULL,NULL,NULL,NULL,NULL,NULL,0,ضملت2009,NULL,ضملت2009,NULL,0.05,NULL,NULL,NULL,NULL,1
1318,NULL,NULL,NULL,NULL,NULL,NULL,0,شجم2,NULL,شجم2,NULL,0.05,NULL,NULL,NULL,NULL,1
1319,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا3002,NULL,ضپنا3002,NULL,0.05,NULL,NULL,NULL,NULL,1
1320,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان3019,NULL,ضسان3019,NULL,0.05,NULL,NULL,NULL,NULL,1
1321,NULL,NULL,NULL,NULL,NULL,NULL,0,ضملت2010,NULL,ضملت2010,NULL,0.05,NULL,NULL,NULL,NULL,1
1322,NULL,NULL,NULL,NULL,NULL,NULL,0,كيسون2,NULL,کیسون2,NULL,0.05,NULL,NULL,NULL,NULL,1
1323,NULL,NULL,NULL,NULL,NULL,NULL,0,سپاس2,NULL,سپاس2,NULL,0.05,NULL,NULL,NULL,NULL,1
1324,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا3009,NULL,ضشنا3009,NULL,0.05,NULL,NULL,NULL,NULL,1
1325,NULL,NULL,NULL,NULL,NULL,NULL,0,والبر2,NULL,والبر2,NULL,0.05,NULL,NULL,NULL,NULL,1
1326,NULL,NULL,NULL,NULL,NULL,NULL,0,اشاد54,NULL,اشاد54,NULL,0.05,NULL,NULL,NULL,NULL,1
1327,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان3017,NULL,ضسان3017,NULL,0.05,NULL,NULL,NULL,NULL,1
1328,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا3012,NULL,ضمخا3012,NULL,0.05,NULL,NULL,NULL,NULL,1
1329,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا3013,NULL,ضمخا3013,NULL,0.05,NULL,NULL,NULL,NULL,1
1330,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا3014,NULL,ضمخا3014,NULL,0.05,NULL,NULL,NULL,NULL,1
1331,NULL,NULL,NULL,NULL,NULL,NULL,0,طشنا3021,NULL,طشنا3021,NULL,0.05,NULL,NULL,NULL,NULL,1
1332,NULL,NULL,NULL,NULL,NULL,NULL,0,واحيا2,NULL,واحیا2,NULL,0.05,NULL,NULL,NULL,NULL,1
1333,NULL,NULL,NULL,NULL,NULL,NULL,0,پارس2,NULL,پارس2,NULL,0.05,NULL,NULL,NULL,NULL,1
1334,NULL,NULL,NULL,NULL,NULL,NULL,0,ثعمرا2,NULL,ثعمرا2,NULL,0.05,NULL,NULL,NULL,NULL,1
1335,NULL,NULL,NULL,NULL,NULL,NULL,0,شوينده2,NULL,شوینده2,NULL,0.05,NULL,NULL,NULL,NULL,1
1336,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر2016,NULL,ضبدر2016,NULL,0.05,NULL,NULL,NULL,NULL,1
1337,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر2017,NULL,ضبدر2017,NULL,0.05,NULL,NULL,NULL,NULL,1
1338,NULL,NULL,NULL,NULL,NULL,NULL,0,طخود3021,NULL,طخود3021,NULL,0.05,NULL,NULL,NULL,NULL,1
1339,NULL,NULL,NULL,NULL,NULL,NULL,0,اشاد44,NULL,اشاد44,NULL,0.05,NULL,NULL,NULL,NULL,1
1340,NULL,NULL,NULL,NULL,NULL,NULL,0,خبهمن2,NULL,خبهمن2,NULL,0.05,NULL,NULL,NULL,NULL,1
1341,NULL,NULL,NULL,NULL,NULL,NULL,0,ضگل2021,NULL,ضگل2021,NULL,0.05,NULL,NULL,NULL,NULL,1
1342,NULL,NULL,NULL,NULL,NULL,NULL,0,قشهد2,NULL,قشهد2,NULL,0.05,NULL,NULL,NULL,NULL,1
1343,NULL,NULL,NULL,NULL,NULL,NULL,0,اشاد74,NULL,اشاد74,NULL,0.05,NULL,NULL,NULL,NULL,1
1344,NULL,NULL,NULL,NULL,NULL,NULL,0,آتيمس2,NULL,آتیمس2,NULL,0.05,NULL,NULL,NULL,NULL,1
1345,NULL,NULL,NULL,NULL,NULL,NULL,0,اجاد252,NULL,اجاد252,NULL,0.05,NULL,NULL,NULL,NULL,1
1346,NULL,NULL,NULL,NULL,NULL,NULL,0,اخزا6092,NULL,اخزا6092,NULL,0.05,NULL,NULL,NULL,NULL,1
1347,NULL,NULL,NULL,NULL,NULL,NULL,0,اروند082,NULL,اروند082,NULL,0.05,NULL,NULL,NULL,NULL,1
1348,NULL,NULL,NULL,5,NULL,NULL,0,اروند112,اوراق با درآمد ثابت,اروند112,NULL,0.05,NULL,NULL,NULL,NULL,1
1349,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا3009,NULL,ضپنا3009,NULL,0.05,NULL,NULL,NULL,NULL,1
1350,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا3010,NULL,ضپنا3010,NULL,0.05,NULL,NULL,NULL,NULL,1
1351,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا3011,NULL,ضپنا3011,NULL,0.05,NULL,NULL,NULL,NULL,1
1352,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان3018,NULL,ضسان3018,NULL,0.05,NULL,NULL,NULL,NULL,1
1353,NULL,NULL,NULL,NULL,NULL,NULL,0,طخود3024,NULL,طخود3024,NULL,0.05,NULL,NULL,NULL,NULL,1
1354,NULL,NULL,NULL,NULL,NULL,NULL,0,طخود3026,NULL,طخود3026,NULL,0.05,NULL,NULL,NULL,NULL,1
1355,NULL,NULL,NULL,NULL,NULL,NULL,0,حريل2,NULL,حریل2,NULL,0.05,NULL,NULL,NULL,NULL,1
1356,NULL,NULL,NULL,NULL,NULL,NULL,0,شستا0032,NULL,شستا0032,NULL,0.05,NULL,NULL,NULL,NULL,1
1357,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود3022,NULL,ضخود3022,NULL,0.05,NULL,NULL,NULL,NULL,1
1358,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود3023,NULL,ضخود3023,NULL,0.05,NULL,NULL,NULL,NULL,1
1359,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود3024,NULL,ضخود3024,NULL,0.05,NULL,NULL,NULL,NULL,1
1360,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود3025,NULL,ضخود3025,NULL,0.05,NULL,NULL,NULL,NULL,1
1361,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود3026,NULL,ضخود3026,NULL,0.05,NULL,NULL,NULL,NULL,1
1362,NULL,NULL,NULL,NULL,NULL,NULL,0,ضفلا2024,NULL,ضفلا2024,NULL,0.05,NULL,NULL,NULL,NULL,1
1363,NULL,NULL,NULL,NULL,NULL,NULL,0,ضفلا2025,NULL,ضفلا2025,NULL,0.05,NULL,NULL,NULL,NULL,1
1364,NULL,NULL,NULL,13,NULL,NULL,0,تسه9801,تسهیلات مسکن,تسه9801,NULL,0.05,NULL,NULL,NULL,NULL,1
1365,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر2018,NULL,ضبدر2018,NULL,0.05,NULL,NULL,NULL,NULL,1
1366,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان3020,NULL,ضسان3020,NULL,0.05,NULL,NULL,NULL,NULL,1
1367,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان3021,NULL,ضسان3021,NULL,0.05,NULL,NULL,NULL,NULL,1
1368,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان3022,NULL,ضسان3022,NULL,0.05,NULL,NULL,NULL,NULL,1
1369,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا3022,NULL,ضشنا3022,NULL,0.05,NULL,NULL,NULL,NULL,1
1370,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا3023,NULL,ضشنا3023,NULL,0.05,NULL,NULL,NULL,NULL,1
1371,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا3024,NULL,ضشنا3024,NULL,0.05,NULL,NULL,NULL,NULL,1
1372,NULL,NULL,NULL,NULL,NULL,NULL,0,ضفلا2026,NULL,ضفلا2026,NULL,0.05,NULL,NULL,NULL,NULL,1
1373,NULL,NULL,NULL,NULL,NULL,NULL,0,ضفلا2027,NULL,ضفلا2027,NULL,0.05,NULL,NULL,NULL,NULL,1
1374,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا3015,NULL,ضمخا3015,NULL,0.05,NULL,NULL,NULL,NULL,1
1375,NULL,NULL,NULL,NULL,NULL,NULL,0,ضملي2025,NULL,ضملی2025,NULL,0.05,NULL,NULL,NULL,NULL,1
1376,NULL,NULL,NULL,NULL,NULL,NULL,0,اخزا7112,NULL,اخزا7112,NULL,0.05,NULL,NULL,NULL,NULL,1
1377,NULL,NULL,NULL,13,NULL,NULL,0,تملي801,تسهیلات مسکن,تملی801,NULL,0.05,NULL,NULL,NULL,NULL,1
1378,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا3016,NULL,ضمخا3016,NULL,0.05,NULL,NULL,NULL,NULL,1
1379,NULL,NULL,NULL,13,NULL,NULL,0,تملي712,تسهیلات مسکن,تملی712,NULL,0.05,NULL,NULL,NULL,NULL,1
1380,NULL,NULL,NULL,NULL,NULL,NULL,0,حخزر2,NULL,حخزر2,NULL,0.05,NULL,NULL,NULL,NULL,1
1381,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان3009,NULL,ضسان3009,NULL,0.05,NULL,NULL,NULL,NULL,1
1382,NULL,NULL,NULL,NULL,NULL,NULL,0,وبصادر2,NULL,وبصادر2,NULL,0.05,NULL,NULL,NULL,NULL,1
1383,NULL,NULL,NULL,NULL,NULL,NULL,0,ودي2,NULL,ودی2,NULL,0.05,NULL,NULL,NULL,NULL,1
1384,NULL,NULL,NULL,NULL,NULL,NULL,0,اخابر2,NULL,اخابر2,NULL,0.05,NULL,NULL,NULL,NULL,1
1385,NULL,NULL,NULL,NULL,NULL,NULL,0,زعف9808پ09,NULL,زعف9808پ09,NULL,0.05,NULL,NULL,NULL,NULL,1
1386,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا3017,NULL,ضمخا3017,NULL,0.05,NULL,NULL,NULL,NULL,1
1387,NULL,NULL,NULL,NULL,NULL,NULL,0,كاوهح2,NULL,کاوهح2,NULL,0.05,NULL,NULL,NULL,NULL,1
1388,NULL,NULL,NULL,NULL,NULL,NULL,0,تبرك2,NULL,تبرک2,NULL,0.05,NULL,NULL,NULL,NULL,1
1389,NULL,NULL,NULL,NULL,NULL,NULL,0,تسه98012,NULL,تسه98012,NULL,0.05,NULL,NULL,NULL,NULL,1
1390,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1000,NULL,ضمخا1000,NULL,0.05,NULL,NULL,NULL,NULL,1
1391,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1004,NULL,ضمخا1004,NULL,0.05,NULL,NULL,NULL,NULL,1
1392,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1005,NULL,ضمخا1005,NULL,0.05,NULL,NULL,NULL,NULL,1
1393,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1006,NULL,ضمخا1006,NULL,0.05,NULL,NULL,NULL,NULL,1
1394,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1007,NULL,ضمخا1007,NULL,0.05,NULL,NULL,NULL,NULL,1
1395,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا7010,NULL,ضمخا7010,NULL,0.05,NULL,NULL,NULL,NULL,1
1396,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا7011,NULL,ضمخا7011,NULL,0.05,NULL,NULL,NULL,NULL,1
1397,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا7012,NULL,ضمخا7012,NULL,0.05,NULL,NULL,NULL,NULL,1
1398,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا7014,NULL,ضمخا7014,NULL,0.05,NULL,NULL,NULL,NULL,1
1399,NULL,NULL,NULL,NULL,NULL,NULL,0,گكوثر2,NULL,گکوثر2,NULL,0.05,NULL,NULL,NULL,NULL,1
1400,NULL,NULL,NULL,NULL,NULL,NULL,0,لكما2,NULL,لکما2,NULL,0.05,NULL,NULL,NULL,NULL,1
1401,NULL,NULL,13,NULL,9247272,NULL,1,تاصيكو,NULL,تاصیکو,23293437377896568,0.05,20000000000,10.00,2000000000.00,NULL,NULL
1402,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1018,NULL,ضخود1018,NULL,0.05,NULL,NULL,NULL,NULL,1
1403,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1021,NULL,ضخود1021,NULL,0.05,NULL,NULL,NULL,NULL,1
1404,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1022,NULL,ضخود1022,NULL,0.05,NULL,NULL,NULL,NULL,1
1405,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1023,NULL,ضخود1023,NULL,0.05,NULL,NULL,NULL,NULL,1
1406,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1025,NULL,ضخود1025,NULL,0.05,NULL,NULL,NULL,NULL,1
1407,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1026,NULL,ضخود1026,NULL,0.05,NULL,NULL,NULL,NULL,1
1408,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود7020,NULL,ضخود7020,NULL,0.05,NULL,NULL,NULL,NULL,1
1409,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود7026,NULL,ضخود7026,NULL,0.05,NULL,NULL,NULL,NULL,1
1410,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود7027,NULL,ضخود7027,NULL,0.05,NULL,NULL,NULL,NULL,1
1411,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود7028,NULL,ضخود7028,NULL,0.05,NULL,NULL,NULL,NULL,1
1412,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود7029,NULL,ضخود7029,NULL,0.05,NULL,NULL,NULL,NULL,1
1413,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا7005,NULL,ضمخا7005,NULL,0.05,NULL,NULL,NULL,NULL,1
1414,NULL,NULL,NULL,NULL,NULL,NULL,0,طخود7024,NULL,طخود7024,NULL,0.05,NULL,NULL,NULL,NULL,1
1415,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا1007,NULL,ضپنا1007,NULL,0.05,NULL,NULL,NULL,NULL,1
1416,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا1008,NULL,ضپنا1008,NULL,0.05,NULL,NULL,NULL,NULL,1
1417,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا1009,NULL,ضپنا1009,NULL,0.05,NULL,NULL,NULL,NULL,1
1418,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا7014,NULL,ضپنا7014,NULL,0.05,NULL,NULL,NULL,NULL,1
1419,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا7015,NULL,ضپنا7015,NULL,0.05,NULL,NULL,NULL,NULL,1
1420,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا7016,NULL,ضپنا7016,NULL,0.05,NULL,NULL,NULL,NULL,1
1421,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1024,NULL,ضخود1024,NULL,0.05,NULL,NULL,NULL,NULL,1
1422,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1027,NULL,ضخود1027,NULL,0.05,NULL,NULL,NULL,NULL,1
1423,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود7021,NULL,ضخود7021,NULL,0.05,NULL,NULL,NULL,NULL,1
1424,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود7024,NULL,ضخود7024,NULL,0.05,NULL,NULL,NULL,NULL,1
1425,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1008,NULL,ضمخا1008,NULL,0.05,NULL,NULL,NULL,NULL,1
1426,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1009,NULL,ضمخا1009,NULL,0.05,NULL,NULL,NULL,NULL,1
1427,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا7009,NULL,ضمخا7009,NULL,0.05,NULL,NULL,NULL,NULL,1
1428,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا7013,NULL,ضمخا7013,NULL,0.05,NULL,NULL,NULL,NULL,1
1429,NULL,NULL,NULL,NULL,NULL,NULL,0,شپاكسا2,NULL,شپاکسا2,NULL,0.05,NULL,NULL,NULL,NULL,1
1430,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا1000,NULL,ضپنا1000,NULL,0.05,NULL,NULL,NULL,NULL,1
1431,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا7007,NULL,ضپنا7007,NULL,0.05,NULL,NULL,NULL,NULL,1
1432,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا7013,NULL,ضپنا7013,NULL,0.05,NULL,NULL,NULL,NULL,1
1433,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود7025,NULL,ضخود7025,NULL,0.05,NULL,NULL,NULL,NULL,1
1434,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا1027,NULL,ضشنا1027,NULL,0.05,NULL,NULL,NULL,NULL,1
1435,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا1028,NULL,ضشنا1028,NULL,0.05,NULL,NULL,NULL,NULL,1
1436,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا1029,NULL,ضشنا1029,NULL,0.05,NULL,NULL,NULL,NULL,1
1437,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا1030,NULL,ضشنا1030,NULL,0.05,NULL,NULL,NULL,NULL,1
1438,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا7041,NULL,ضشنا7041,NULL,0.05,NULL,NULL,NULL,NULL,1
1439,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا7042,NULL,ضشنا7042,NULL,0.05,NULL,NULL,NULL,NULL,1
1440,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا7043,NULL,ضشنا7043,NULL,0.05,NULL,NULL,NULL,NULL,1
1441,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا7044,NULL,ضشنا7044,NULL,0.05,NULL,NULL,NULL,NULL,1
1442,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1001,NULL,ضمخا1001,NULL,0.05,NULL,NULL,NULL,NULL,1
1443,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1002,NULL,ضمخا1002,NULL,0.05,NULL,NULL,NULL,NULL,1
1444,NULL,NULL,NULL,NULL,NULL,NULL,0,ضمخا1003,NULL,ضمخا1003,NULL,0.05,NULL,NULL,NULL,NULL,1
1445,NULL,NULL,NULL,NULL,NULL,NULL,0,اخزا6122,NULL,اخزا6122,NULL,0.05,NULL,NULL,NULL,NULL,1
1446,NULL,NULL,NULL,NULL,NULL,NULL,0,زعف9808پ10,NULL,زعف9808پ10,NULL,0.05,NULL,NULL,NULL,NULL,1
1447,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا7012,NULL,ضپنا7012,NULL,0.05,NULL,NULL,NULL,NULL,1
1448,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1019,NULL,ضخود1019,NULL,0.05,NULL,NULL,NULL,NULL,1
1449,NULL,NULL,NULL,NULL,NULL,NULL,0,ضخود1020,NULL,ضخود1020,NULL,0.05,NULL,NULL,NULL,NULL,1
1450,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان1027,NULL,ضسان1027,NULL,0.05,NULL,NULL,NULL,NULL,1
1451,NULL,NULL,NULL,NULL,NULL,NULL,0,ضسان7035,NULL,ضسان7035,NULL,0.05,NULL,NULL,NULL,NULL,1
1452,NULL,NULL,NULL,NULL,NULL,NULL,0,ضشنا7040,NULL,ضشنا7040,NULL,0.05,NULL,NULL,NULL,NULL,1
1453,NULL,NULL,NULL,NULL,NULL,NULL,0,وآيند4,NULL,وآیند4,NULL,0.05,NULL,NULL,NULL,NULL,1
1454,NULL,NULL,NULL,NULL,NULL,NULL,0,تسه97122,NULL,تسه97122,NULL,0.05,NULL,NULL,NULL,NULL,1
1455,NULL,NULL,NULL,NULL,NULL,NULL,0,حفارس2,NULL,حفارس2,NULL,0.05,NULL,NULL,NULL,NULL,1
1456,NULL,NULL,NULL,NULL,NULL,NULL,0,سدبير2,NULL,سدبیر2,NULL,0.05,NULL,NULL,NULL,NULL,1
1457,NULL,NULL,NULL,NULL,NULL,NULL,0,ضپنا3012,NULL,ضپنا3012,NULL,0.05,NULL,NULL,NULL,NULL,1
1458,NULL,NULL,68,NULL,NULL,NULL,1,آشناتك,NULL,آشناتک,11301273980316268,0.05,NULL,NULL,NULL,NULL,NULL
1459,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر1135,NULL,ضبدر1135,NULL,0.05,NULL,NULL,NULL,NULL,1
1460,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر1136,NULL,ضبدر1136,NULL,0.05,NULL,NULL,NULL,NULL,1
1461,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر1137,NULL,ضبدر1137,NULL,0.05,NULL,NULL,NULL,NULL,1
1462,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر1138,NULL,ضبدر1138,NULL,0.05,NULL,NULL,NULL,NULL,1
1463,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر1139,NULL,ضبدر1139,NULL,0.05,NULL,NULL,NULL,NULL,1
1464,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر1140,NULL,ضبدر1140,NULL,0.05,NULL,NULL,NULL,NULL,1
1465,NULL,NULL,NULL,NULL,NULL,NULL,0,ضبدر8032,NULL,ضبدر8032,NULL,0.05,NULL,NULL,NULL,NULL,1
